date,octree,npoints,operation,kernel,radius,num_searches,repeats,accumulated,mean,median,stdev,used_warmup
2024-12-04-21:27:11,linear <Lpoint64> ,10000000,numNeighSearch,Sphere,2.5,1000,5,1.42642,0.285283,0.290717,0.00980508,1
2024-12-04-21:27:13,linear <Lpoint64> ,10000000,numNeighSearch,Circle,2.5,1000,5,2.20146,0.440292,0.438516,0.0118671,1
2024-12-04-21:27:15,linear <Lpoint64> ,10000000,numNeighSearch,Cube,2.5,1000,5,1.5303,0.306061,0.307162,0.0129971,1
2024-12-04-21:27:18,linear <Lpoint64> ,10000000,numNeighSearch,Square,2.5,1000,5,2.13116,0.426233,0.425724,0.00922868,1
2024-12-04-21:27:23,linear <Lpoint64> ,10000000,numNeighSearch,Sphere,5,1000,5,4.70682,0.941365,0.934434,0.0575263,1
2024-12-04-21:27:29,linear <Lpoint64> ,10000000,numNeighSearch,Circle,5,1000,5,4.80006,0.960013,0.958106,0.0174546,1
2024-12-04-21:27:34,linear <Lpoint64> ,10000000,numNeighSearch,Cube,5,1000,5,3.84119,0.768237,0.772168,0.0335941,1
2024-12-04-21:27:40,linear <Lpoint64> ,10000000,numNeighSearch,Square,5,1000,5,4.92454,0.984909,0.993367,0.0566852,1
2024-12-04-21:27:41,pointer <Lpoint64> sorted,10000000,neighSearch,Sphere,0.5,1000,5,0.108478,0.0216955,0.0225202,0.00132452,1
2024-12-04-21:27:42,pointer <Lpoint64> sorted,10000000,neighSearch,Circle,0.5,1000,5,0.285476,0.0570952,0.0570775,0.00177602,1
2024-12-04-21:27:42,pointer <Lpoint64> sorted,10000000,neighSearch,Cube,0.5,1000,5,0.10119,0.0202379,0.0202355,2.09408e-05,1
2024-12-04-21:27:42,pointer <Lpoint64> sorted,10000000,neighSearch,Square,0.5,1000,5,0.278183,0.0556366,0.0555886,0.00154393,1
2024-12-04-21:27:43,pointer <Lpoint64> sorted,10000000,neighSearch,Sphere,1,1000,5,0.332607,0.0665215,0.0669252,0.000868626,1
2024-12-04-21:27:43,pointer <Lpoint64> sorted,10000000,neighSearch,Circle,1,1000,5,0.683068,0.136614,0.139221,0.00555999,1
2024-12-04-21:27:44,pointer <Lpoint64> sorted,10000000,neighSearch,Cube,1,1000,5,0.335881,0.0671762,0.0671092,0.000431451,1
2024-12-04-21:27:45,pointer <Lpoint64> sorted,10000000,neighSearch,Square,1,1000,5,0.667528,0.133506,0.132031,0.00290941,1
2024-12-04-21:27:47,pointer <Lpoint64> sorted,10000000,neighSearch,Sphere,2.5,1000,5,1.84725,0.36945,0.368608,0.00561604,1
2024-12-04-21:27:50,pointer <Lpoint64> sorted,10000000,neighSearch,Circle,2.5,1000,5,2.68603,0.537206,0.531595,0.0213084,1
2024-12-04-21:27:52,pointer <Lpoint64> sorted,10000000,neighSearch,Cube,2.5,1000,5,1.76015,0.35203,0.356827,0.0138536,1
2024-12-04-21:27:56,pointer <Lpoint64> sorted,10000000,neighSearch,Square,2.5,1000,5,2.8464,0.569279,0.573057,0.019158,1
2024-12-04-21:28:03,pointer <Lpoint64> sorted,10000000,neighSearch,Sphere,5,1000,5,5.88156,1.17631,1.17741,0.0266026,1
2024-12-04-21:28:12,pointer <Lpoint64> sorted,10000000,neighSearch,Circle,5,1000,5,7.35938,1.47188,1.49552,0.0442662,1
2024-12-04-21:28:19,pointer <Lpoint64> sorted,10000000,neighSearch,Cube,5,1000,5,6.32923,1.26585,1.24829,0.0477304,1
2024-12-04-21:28:28,pointer <Lpoint64> sorted,10000000,neighSearch,Square,5,1000,5,7.10453,1.42091,1.43171,0.028143,1
2024-12-04-21:28:28,pointer <Lpoint64> sorted,10000000,numNeighSearch,Sphere,0.5,1000,5,0.0854215,0.0170843,0.0169531,0.000651765,1
2024-12-04-21:28:28,pointer <Lpoint64> sorted,10000000,numNeighSearch,Circle,0.5,1000,5,0.224039,0.0448079,0.0439431,0.00122034,1
2024-12-04-21:28:28,pointer <Lpoint64> sorted,10000000,numNeighSearch,Cube,0.5,1000,5,0.0864869,0.0172974,0.0173976,0.000220552,1
2024-12-04-21:28:29,pointer <Lpoint64> sorted,10000000,numNeighSearch,Square,0.5,1000,5,0.218914,0.0437828,0.0440696,0.00139149,1
2024-12-04-21:28:29,pointer <Lpoint64> sorted,10000000,numNeighSearch,Sphere,1,1000,5,0.245837,0.0491674,0.0493696,0.00033593,1
2024-12-04-21:28:30,pointer <Lpoint64> sorted,10000000,numNeighSearch,Circle,1,1000,5,0.530129,0.106026,0.106667,0.00527967,1
2024-12-04-21:28:30,pointer <Lpoint64> sorted,10000000,numNeighSearch,Cube,1,1000,5,0.249881,0.0499763,0.051055,0.00161326,1
2024-12-04-21:28:31,pointer <Lpoint64> sorted,10000000,numNeighSearch,Square,1,1000,5,0.534662,0.106932,0.106442,0.00224835,1
2024-12-04-21:28:32,pointer <Lpoint64> sorted,10000000,numNeighSearch,Sphere,2.5,1000,5,1.33224,0.266448,0.263797,0.0102271,1
2024-12-04-21:28:35,pointer <Lpoint64> sorted,10000000,numNeighSearch,Circle,2.5,1000,5,2.09312,0.418624,0.415789,0.0154151,1
