date,octree,npoints,operation,kernel,radius,num_searches,repeats,accumulated,mean,median,stdev,used_warmup
2024-12-04-13:31:43,linear <Lpoint64> ,29697591,numNeighSearch,Sphere,1,1000,5,6.25519,1.25104,1.22513,0.0951738,1
2024-12-04-13:31:54,linear <Lpoint64> ,29697591,numNeighSearch,Circle,1,1000,5,9.61083,1.92217,1.97826,0.0887155,1
2024-12-04-13:32:02,linear <Lpoint64> ,29697591,numNeighSearch,Cube,1,1000,5,6.31642,1.26328,1.26164,0.0238298,1
2024-12-04-13:32:12,linear <Lpoint64> ,29697591,numNeighSearch,Square,1,1000,5,8.8991,1.77982,1.81161,0.0965257,1
2024-12-04-13:32:18,pointer <Lpoint64> sorted,29697591,neighSearch,Sphere,0.1,1000,5,0.325722,0.0651445,0.065088,0.00264797,1
2024-12-04-13:32:18,pointer <Lpoint64> sorted,29697591,neighSearch,Circle,0.1,1000,5,0.542571,0.108514,0.109322,0.00328433,1
2024-12-04-13:32:19,pointer <Lpoint64> sorted,29697591,neighSearch,Cube,0.1,1000,5,0.310217,0.0620435,0.0626079,0.000824089,1
2024-12-04-13:32:19,pointer <Lpoint64> sorted,29697591,neighSearch,Square,0.1,1000,5,0.558093,0.111619,0.111701,0.00458925,1
2024-12-04-13:32:20,pointer <Lpoint64> sorted,29697591,neighSearch,Sphere,0.2,1000,5,0.794975,0.158995,0.16107,0.00468163,1
2024-12-04-13:32:22,pointer <Lpoint64> sorted,29697591,neighSearch,Circle,0.2,1000,5,1.26279,0.252558,0.252975,0.0127323,1
2024-12-04-13:32:23,pointer <Lpoint64> sorted,29697591,neighSearch,Cube,0.2,1000,5,0.712255,0.142451,0.134837,0.0111813,1
2024-12-04-13:32:24,pointer <Lpoint64> sorted,29697591,neighSearch,Square,0.2,1000,5,1.21688,0.243375,0.254239,0.0156704,1
2024-12-04-13:32:28,pointer <Lpoint64> sorted,29697591,neighSearch,Sphere,0.5,1000,5,2.97794,0.595587,0.593936,0.0103401,1
2024-12-04-13:32:33,pointer <Lpoint64> sorted,29697591,neighSearch,Circle,0.5,1000,5,4.1794,0.83588,0.825439,0.0179516,1
2024-12-04-13:32:36,pointer <Lpoint64> sorted,29697591,neighSearch,Cube,0.5,1000,5,2.92072,0.584144,0.579776,0.016478,1
2024-12-04-13:32:42,pointer <Lpoint64> sorted,29697591,neighSearch,Square,0.5,1000,5,4.4601,0.89202,0.897403,0.0171703,1
2024-12-04-13:32:51,pointer <Lpoint64> sorted,29697591,neighSearch,Sphere,1,1000,5,8.09271,1.61854,1.63945,0.0723689,1
2024-12-04-13:33:07,pointer <Lpoint64> sorted,29697591,neighSearch,Circle,1,1000,5,12.7064,2.54128,2.54248,0.0216389,1
2024-12-04-13:33:17,pointer <Lpoint64> sorted,29697591,neighSearch,Cube,1,1000,5,8.38388,1.67678,1.6741,0.0247428,1
2024-12-04-13:33:32,pointer <Lpoint64> sorted,29697591,neighSearch,Square,1,1000,5,13.0704,2.61408,2.56944,0.0725982,1
2024-12-04-13:33:33,pointer <Lpoint64> sorted,29697591,numNeighSearch,Sphere,0.1,1000,5,0.280056,0.0560112,0.0565441,0.00342337,1
2024-12-04-13:33:33,pointer <Lpoint64> sorted,29697591,numNeighSearch,Circle,0.1,1000,5,0.474604,0.0949208,0.0942129,0.00304959,1
2024-12-04-13:33:34,pointer <Lpoint64> sorted,29697591,numNeighSearch,Cube,0.1,1000,5,0.286013,0.0572026,0.0572635,0.000587259,1
2024-12-04-13:33:34,pointer <Lpoint64> sorted,29697591,numNeighSearch,Square,0.1,1000,5,0.493712,0.0987424,0.0977204,0.00172698,1
2024-12-04-13:33:35,pointer <Lpoint64> sorted,29697591,numNeighSearch,Sphere,0.2,1000,5,0.721243,0.144249,0.143077,0.00232844,1
2024-12-04-13:33:36,pointer <Lpoint64> sorted,29697591,numNeighSearch,Circle,0.2,1000,5,1.09297,0.218594,0.218754,0.00478869,1
2024-12-04-13:33:37,pointer <Lpoint64> sorted,29697591,numNeighSearch,Cube,0.2,1000,5,0.705555,0.141111,0.142167,0.00215081,1
2024-12-04-13:33:39,pointer <Lpoint64> sorted,29697591,numNeighSearch,Square,0.2,1000,5,1.07686,0.215372,0.215061,0.00446113,1
2024-12-04-13:33:42,pointer <Lpoint64> sorted,29697591,numNeighSearch,Sphere,0.5,1000,5,2.62856,0.525712,0.538175,0.0295391,1
2024-12-04-13:33:46,pointer <Lpoint64> sorted,29697591,numNeighSearch,Circle,0.5,1000,5,3.95055,0.790109,0.786185,0.03324,1
